FTO
MVP
DCC
PIK3C3
BNIPL
ADGRB3
RPS10
COBLL1
MAP4
PTPRN
USP37
CALN1
AP1S1
SLIT3
CSPG5
NTAN1
CCND1
PIK3R3
DCST2
EVI5
FSBP
NRBF2
MRAS
UBE2R2
PHF2
PPP1R3A
MTIF3
IQSEC1
TSNARE1
ZSWIM6
GLP1R
DNAJC11
DXO
RALYL
BCL2
DCAF4
PHF1
WARS2
BMPR1B
TRIM8
WWP1
HRH1
DNER
NSFL1C
FLRT1
EHBP1L1
HIP1R
TRIM38
TEX264
CFB
SEMA6C
PAPPA
CACNB2
LSM2
KLC1
GGT7
KCTD15
AMBRA1
CPD
ERP44
SLTM
FNDC5
PDE5A
HOXB6
RAD54B
YJEFN3
ACYP2
PAGR1
KCNJ12
DHX30
SLC35G2
SENP2
ZNF142
SEPSECS
PAX6
SALL3
HAPLN4
NUP210
TRAP1
TRMT61A
TSR1
NRG1
STX19
TSC2
EHBP1
ERLEC1
NATD1
PLCB3
SALL4
PRMT7
CCNH
TMEM52
N4BP2L2
MYBPHL
ANKRD13B
KMT2D
GIT1
NCR3LG1
PTPRN2
PCDH17
SLC35F6
CCDC34
KLF7
ANKRD26
CKB
MACROD1
NDUFA13
GALC
RTN1
CSDE1
NCK1
YME1L1
MPV17L2
PPP1CB
CPNE3
CASZ1
CORO6
SCAMP4
R3HCC1L
PTCD1
TTLL4
PHF13
GINS1
SGSM3
TSPAN4
ADAM10
ZNF839
SCN2A
ITIH3
XXYLT1
PCDH9
CILP2
VPS33A
PRKAR2A
LEPROT
ZBTB46
UBXN7
DCAF12
SIDT2
MDFIC
DCUN1D4
PSIP1
LHCGR
CCDC17
MAST2
PIAS4
CAMTA2
RAB26
SKIDA1
HBEGF
TRUB2
NR1H3
VWA7
EPB41L4B
CAMKK2
RBM19
ZBTB7B
ATXN7L2
SETBP1
KLHL26
F2
NEO1
PARP6
WBP1L
ZKSCAN4
CCDC92
FANCE
IPO7
SLC7A6OS
LAMB2
SFXN2
KCNH2
INCA1
GRIN3A
HOMER2
SNX19
LEMD2
NBEAL1
ASB16
ZNF131
UBAP2
CRTAC1
PNPO
GOSR1
SLC25A37
CSNK1G2
ZSCAN9
KIF18A
OPRM1
RIT1
ERICH3
RASA1
ZSWIM7
COQ10B
MAST4
BTRC
GOLGA3
PBX2
DEFB136
SAE1
STK32C
GPBP1L1
SDCCAG8
HEY2
MGA
MAPK8IP3
PAM
ROGDI
AATK
AMIGO1
PHF3
STYX
CACUL1
ABHD12
DDAH2
SUGP1
CCDC62
PPARD
VAC14
PLEKHA5
TNIK
CYP27A1
TAF11
TEAD3
TMEFF2
HMBS
KCNB2
TMEM59L
PSMA5
TRIM47
ARPC1A
DDB2
RPLP2
RMDN1
EXT1
MFAP1
FAM155A
CSMD2
VEPH1
POU2F3
GPX1
ULK1
BTN2A1
CRB2
NUPR1
INPP4B
TOX3
EP300
KHDC1L
LY6G6F
CHRNE
PPFIA3
PDE1C
HEMK1
DUSP6
PLCD4
QRICH1
SMARCC1
NREP
RSBN1L
SF3B1
MEX3A
DIS3L
MLN
AGER
SUN1
THBS3
SORT1
PRIMA1
GLYR1
ABCG4
MLLT11
HUWE1
TFAP2D
KLF3
PHC2
WWC1
PRRC2C
CHTF8
ANKS6
MRPL28
CPSF6
DDC
ANKK1
CKAP5
SPEG
PRRT2
SLC7A6
NCAN
IGLON5
DIABLO
NUCB2
ABHD15
GALNT16
PYGB
TRIM73
TMOD2
GLYCTK
GFI1
MYH15
AP2A2
USP53
PTK2B
SLC17A2
SMIM21
CDK11B
CSRNP3
EHMT2
PPM1K
DNAJB4
SLC17A3
RAB5B
EXOG
UQCC2
PGBD1
RFXANK
MAPKAPK3
AIF1
SNAPC5
GPR75
PAFAH1B2
CHADL
PSMG1
PDIA3
SLC9A3R2
TP53
NCOA6
AGPAT1
XRCC3
CPSF4
PIGW
TCF20
PDE4D
AFF3
GPANK1
NPY
NFIL3
SIK3
RBBP6
SYT16
FAM200A
MEGF11
ELL3
ADK
EGFL8
KPNA2
BAG5
CSE1L
SAMD8
ASH1L
RASGRF1
DCLK1
EXD3
RSRC2
PLCH2
GAB2
EPHA3
FRAT1
TIPIN
MRPS14
FEZ2
ZDHHC2
TCEA2
SERPINF2
TMEM196
NOS3
CDC25C
FOXO1
WDR76
PLCB4
RHBDD1
HPCA
CYP20A1
TYW5
RPAIN
ATP9A
VPS37B
RAB25
SYPL2
MYO9A
POFUT1
KDM3A
PPP6R3
ANKRD6
TCTA
PEPD
EIF4G1
CPNE7
ADSL
TERF2
SEMA4D
MFAP2
ZSCAN26
CCDC68
SND1
METTL15
TMUB2
USP35
IK
TAGLN
HARS2
RTN4
BCL11A
PHACTR1
SPATS2L
ENO3
MOB4
NICN1
PTPN7
HTR1D
MTX1
ZNF322
DNALI1
HOXB5
FAT3
CYB561D1
KCNA7
UBXN6
CTNNAL1
CCDC88B
TMED6
NQO1
PLAGL2
MASP2
ZMAT2
DGKI
FBF1
ITGB3
TEX29
RIT2
DPP4
PTPMT1
ACP2
ISL1
NUP88
SLC17A4
MFAP3
C1QBP
RAB23
HOXB3
TMEM241
FOXP1
DDN
LDHAL6B
IQCH
YY1AP1
DEFB134
PNOC
PSCA
SENP8
DMXL2
PLA2G4B
ARIH2
SYT11
B4GALT5
WDR82
RGS7BP
PKM
ARHGEF2
BMP8A
ABHD16A
AGAP1
PLCB1
SLC17A1
RAP1A
FSTL5
GON4L
FABP2
SREBF1
ESRRA
POC1B
ARPC1B
CELSR3
TWF2
EFNA1
TM6SF1
SLIT2
TUSC3
N4BP2L1
TLE1
FAM114A2
LRP4
PRKAG1
NR4A3
PPP3CA
NF1
RBMS1
NUDCD3
MARS2
MSH5
TARDBP
COX8C
